Customer_ID,Company_Name,Signup_Date,Last_Order_Date,Industry_Category,Company_Size,Company_Age_Years,Emirate,Primary_Sales_Channel,Number_of_Sales_Channels,Monthly_Order_Volume,Avg_Order_Value_AED,Number_of_SKUs,Total_Lifetime_Orders,Return_Rate_Pct,COD_Order_Pct,Avg_Delivery_Time_Days,Peak_Season_Multiplier,Uses_Warehousing,Uses_Same_Day_Delivery,Uses_Next_Day_Delivery,Uses_Reverse_Logistics,Uses_COD_Collection,Uses_International_Shipping,Uses_Qcommerce_Fulfillment,Uses_Inventory_Management,Uses_Custom_Packaging,Current_Provider,Contract_Type,Preferred_Billing_Cycle,Tech_Integration_Level,Monthly_Logistics_Spend_AED,Recency_Days,Order_Frequency_Per_Month,Customer_Lifetime_Value_AED,On_Time_Delivery_Rate_Pct,Order_Accuracy_Pct,Avg_Support_Response_Hours,Complaints_Last_Quarter,Damaged_Shipment_Pct,Satisfaction_Score,NPS_Rating,Price_Sensitivity,Primary_Pain_Point,Willingness_To_Switch,Churned,Premium_Tier_Adoption
CUST-10351,Noor Mart,2023-08-19,03/08/2025,Electronics & Gadgets,Startup,4.6,Abu Dhabi,Noon,1,134,162.23,13,4251,24.2,38.4,3.2,2.09,0,0,0,1,0,0,0,0,0,Shipa,Pay-as-you-go,Weekly,Dashboard Only,1656.4,328,2.3,66472.18,83.0,95.7,18.4,1,0.6,3,3,Medium,Reliability,5,Yes,No
CUST-10002,Cedar Lab,2025-03-30,2026-06-20,Health & Supplements,Mid-Market,3.7,Dubai,Own Website,3,744,186.21,758,10152,16.2,42.9,2.5,1.84,1,0,1,0,0,0,0,1,0,Quiqup,Annual,Monthly,Dashboard Only,,7,4.5,221102.24,99.7,93.0,18.1,5,0.0,6,5,Medium,Cost,3,No,Yes
CUST-11057,Souq House,2025-08-22,2026-06-16,Jewellery & Accessories,Startup,4.2,Ajman,Instagram Shop,1,165,57.42,28,1649,19.7,76.7,4.1,2.09,0,0,0,0,1,Yes,0,0,1,inhouse,Pay-as-you-go,Bi-weekly,Manual,586.21,11,3.8,19077.37,82.4,98.0,18.1,6,4.8,2,0,High,Returns Handling,5,No,No
CUST-11086,Amber Tech,2024-03-28,2026-06-10,Electronics & Gadgets,Mid-Market,2.7,Abu Dhabi,Retail Partners,6,5436,230.9,,119649,12.5,31.5,1.7,2.57,1,0,1,No,0,1,0,1,1,Fetchr,Annual,Bi-weekly,Dashboard Only,84239.86,17,2.5,1370570.77,87.0,96.4,0.5,5,0.9,3,2,Medium,Returns Handling,4,No,Yes
CUST-10220,Oasis Tech,2025-10-23,2026-06-14,Toys & Baby,Startup,4.4,Dubai,Instagram Shop,5,-75,116.87,25,417,12.3,57.7,2.5,1.81,0,0,0,0,0,0,0,0,0,In-house,Pay-as-you-go,Bi-weekly,Manual,631.04,13,0.9,25075.59,86.2,96.2,16.1,7,4.1,2,0,High,Coverage,5,Yes,No
CUST-10214,Desert Goods,04/09/2025,2026-06-24,Beauty & Cosmetics,Mid-Market,3.9,Ajman,Amazon.ae,1,3148,325.66,348,22928,6.4,45.9,2.4,2.0,1,0,1,Yes,1,0,0,0,1,In-house,Monthly,Monthly,API Integrated,111275.89,3,2.9,3447751.56,78.8,94.1,13.5,4,2.9,2,3,Medium,Speed,4,No,Yes
CUST-10592,Mirage Goods,2025-06-15,2026-01-06,fashion & apparel ,Startup,1.8,DXB,Noon,1,-107,86.39,10,1253,21.8,66.4,3.3,2.1,Yes,0,0,No,1,0,0,0,0,iMile,Pay-as-you-go,Bi-weekly,Manual,993.67,172,1.3,18009.3,89.4,93.5,23.9,4,8.1,3,1,Medium,COD Reconciliation,5,No,No
CUST-10735,Velvet Nutrition,2024-01-16,2026-06-21,Jewellery & Accessories,Mid-Market,3.4,Dubai,Amazon.ae,3,3567,261.19,335,84076,14.6,72.4,2.3,2.46,0,No,0,Yes,0,0,0,0,0,In-house,Monthly,Bi-weekly,Dashboard Only,85784.66,6,3.7,2674211.87,84.2,98.2,8.8,1,2.9,5,5,Medium,Tracking Visibility,5,No,Yes
CUST-10044,Amber Mart,2024-11-21,2026-05-19,Health & Supplements,Mid-Market,5.6,Abu Dhabi,Retail Partners,1,2950,307.94,326,55800,9.1,44.5,2.7,2.5,1,1,1,0,0,Yes,1,1,1,In-house,Quarterly,Monthly,Dashboard Only,77509.98,39,2.9,3177228.42,94.1,94.1,,3,2.7,4,3,Low,Cost,2,No,Yes
CUST-10079,Velvet Mart,2024-04-01,2026-06-22,Toys & Baby,Mid-Market,4.7,Dubai,Noon,1,3383,205.11,610,74618,6.6,52.4,2.1,1.51,0,1,1,Yes,0,1,1,0,0,Aramex,Annual,Bi-weekly,API Integrated,56263.44,5,3.3,2623421.34,89.7,94.0,9.5,1,0.8,5,4,Low,COD Reconciliation,3,No,Yes
CUST-10976,Mirage Studio,27/02/2025,2026-06-26,Home & Living,SME,2.6,Dubai,Own Website,4,417,123.46,84,4879,13.4,61.6,3.7,2.01,0,Yes,1,1,0,0,0,0,0,Aramex,Pay-as-you-go,Bi-weekly,Dashboard Only,5244.27,1,4.0,106082.2,92.9,93.9,25.5,7,5.9,3,2,Low,Speed,5,No,No
CUST-11004,Oasis Collective,2024-04-27,2026-05-22,Home & Living,SME,5.6,Umm Al Quwain,Retail Partners,1,805,111.45,89,20187,12.2,34.7,3.0,1.71,0,1,1,0,1,Yes,1,0,1,In-house,Pay-as-you-go,Weekly,Manual,6489.99,36,1.4,366930.03,,96.0,10.4,5,2.4,3,4,Medium,Reliability,4,Yes,No
CUST-10268,Desert Threads,08/04/2026,2026-04-07,Electronics & Gadgets,Startup,3.2,Dubai,Own Website,1,161,97.47,50,328,15.6,50.7,4.1,1.92,1,0,0,1,0,0,0,1,1,None,Monthly,Monthly,Manual,1481.44,81,2.5,38184.78,93.4,97.2,26.7,4,2.3,4,3,Medium,COD Reconciliation,3,No,No
CUST-10771,Desert Goods,2023-05-02,2026-04-03,Toys & Baby,SME,5.6,Dubai,Retail Partners,2,1037,203.07,111,28392,,36.0,2.6,1.66,1,0,1,1,0,0,0,1,0,Fetchr,Monthly,Monthly,Manual,18492.87,85,2.0,1029126.35,81.4,97.6,4.6,3,4.9,2,2,High,Coverage,5,No,Yes
CUST-10117,Urban House,2024-08-11,2026-06-26,Health & Supplements,Mid-Market,3.3, Dubai ,Instagram Shop,5,2254,239.95,431,37637,14.2,56.0,2.7,2.04,1,0,1,1,0,0,0,1,0,Aramex,Monthly,Weekly,Dashboard Only,35801.4,1,4.9,1050177.74,81.6,98.8,7.4,7,0.1,4,4,Medium,,4,No,Yes
CUST-10484,Oasis Collective,2023-05-04,2026-06-15,Jewellery & Accessories,Startup,4.1,ras al khaimah,Own Website,1,118,179.03,40,3319,24.4,83.1,3.1,1.62,No,0,1,0,1,0,0,0,0,Aramex,Monthly,Monthly,Manual,1275.35,12,2.8,37568.48,81.5,92.3,20.1,6,5.7,2,2,High,Coverage,5,No,No
CUST-10311,Urban Boutique,2023-10-05,2026-06-04,Jewellery & Accessories,SME,5.7,Dubai,Amazon.ae,2,-651,214.11,193,13047,20.8,45.4,2.2,1.71,0,No,0,1,1,0,0,0,1,I-Mile,Pay-as-you-go,Bi-weekly,API Integrated,10544.93,23,3.5,452350.48,91.7,93.4,12.0,5,3.3,4,2,High,Tracking Visibility,5,No,No
CUST-10926,Nova Boutique,2026-01-13,27 Mar 2026,jewellery & accessories ,Startup,4.0,Dubai,Retail Partners,1,103,134.17,41,484,23.7,65.5,3.6,1.11,No,0,1,0,1,0,0,0,0,In-house,Monthly,Weekly,Manual,1115.15,92,3.7,38074.31,88.7,95.1,19.8,3,4.6,4,2,Medium,,4,No,No
CUST-10841,Dune Trading,2023-04-29,2026-06-10,Health & Supplements,Mid-Market,3.8,Ajman,Amazon.ae,3,1765,270.6,unknown,50711,21.9,35.1,2.2,1.47,1,1,1,Yes,1,1,1,0,1,Shipa,Pay-as-you-go,Weekly,Dashboard Only,47580.49,17,3.9,1195319.58,89.1,97.7,5.5,1,3.7,5,3,Medium,Cost,3,No,Yes
CUST-10572,Souq Bazaar,2023-12-01,2026-06-21,Health & Supplements,SME,4.0,Ajman,Retail Partners,3,596,163.58,155,14263,,68.6,2.6,1.38,0,0,1,0,0,0,0,0,0,In-house,Monthly,Monthly,Dashboard Only,6225.62,6,2.8,256504.79,86.1,98.6,18.4,3,2.9,4,3,High,Returns Handling,3,No,No
CUST-10046,Aura Tech,08 Jul 2023,2026-06-05,Fashion & Apparel,SME,3.4,Abu Dhabi,Instagram Shop,1,769,191.34,143,25726,13.0,50.2,2.6,1.15,0,1,1,No,0,1,1,0,0,In-house,Quarterly,Monthly,Manual,11790.46,22,3.3,257142.74,90.4,95.3,17.0,4,2.2,4,3,Medium,Coverage,2,No,Yes
CUST-10123,Pearl Goods,2024-08-04,2026-06-11,Beauty & Cosmetics,SME,2.0,Abu Dhabi,Instagram Shop,3,815,99.27,86,13724,13.2,40.9,3.0,1.26,1,0,1,1,1,0,0,1,1,,Monthly,Weekly,API Integrated,8429.96,16,4.2,131450.8,81.0,94.1,20.9,3,2.7,3,,Medium,Returns Handling,4,No,No
 CUST-10026 ,Aura Tech,2023-10-25,2026-05-13,Fashion & Apparel,SME,3.5,Sharjah,Own Website,1,102,187.7,98,2829,13.7,46.7,3.1,1.29,1,0,1,0,0,1,0,1,0,I-Mile,Pay-as-you-go,Monthly,Dashboard Only,1195.7,45,3.1,36864.88,87.3,96.9,13.7,4,3.4,2,2,Medium,COD Reconciliation,4,Yes,No
CUST-10461,Mirage Studio,2024-06-26,2026-03-30,Health & Supplements,Startup,5.0,Dubai,Instagram Shop,1,119,118.11,18,1879,16.1,45.3,2.9,1.86,0,0,1,1,1,0,0,0,0,iMile,Pay-as-you-go,Monthly,Manual,1055.17,89,1.7,36753.97,100.0,92.0,17.2,2,5.0,5,4,High,COD Reconciliation,4,No,No
CUST-10349,Pearl Tech,2026-03-25,2026-03-18,jewellery & accessories ,Startup,1.7,Abu Dhabi,Own Website,1,63,113.73,42,168,9.4,65.4,3.1,1.16,1,0,1,0,0,0,0,1,1,Fetchr,Quarterly,Weekly,Manual,,101,1.1,7926.22,75.7,91.4,24.6,8,4.8,1,0,High,Speed,5,Yes,No
CUST-10586,Marina Collective,2023-02-12,2026-06-17,electronics & gadgets ,Startup,6.6,SHJ,Amazon.ae,1,156,161.89,18,4001,16.7,50.7,2.4,1.79,0,0,1,1,0,No,0,0,0,In-house,Pay-as-you-go,Bi-weekly,Manual,1545.86,10,2.0,74370.78,84.3,88.5,14.4,5,2.0,2,1,High,Reliability,5,Yes,No
CUST-10548,Cedar Co,2025-07-21,2026-06-20,Jewellery & Accessories,Mid-Market,2.2,Dubai,Noon,1,3324,AED 319.63,359,25362,,48.6,2.2,2.59,1,0,1,0,0,0,0,1,1,None,Monthly,Monthly,API Integrated,107212.23,7,5.1,2289928.47,90.3,98.9,2.2,1,1.4,5,3,Low,Speed,3,No,Yes
CUST-10294,Lumen Supply,2025-10-13,2026-05-26,Fashion & Apparel,Mid-Market,2.0,Dubai,Noon,3,2578,195.71,321,19882,14.4,53.7,1.7,2.18,1,0,1,Yes,0,Yes,0,1,1,In-house,Annual,Monthly,Manual,31154.14,32,4.9,483973.75,92.1,94.5,,3,,5,5,Medium,Speed,4,No,Yes
CUST-10296,Lumen Studio,2023-06-30,2026-06-15,Electronics & Gadgets,Enterprise,4.0,Abu Dhabi,Instagram Shop,2,14744,,3138,483523,3.4,41.8,2.3,2.69,1,No,1,0,0,0,1,1,1,Shipa,Monthly,Weekly,API Integrated,497318.21,12,4.6,18814427.22,100.0,94.7,4.0,0,0.7,6,5,Low,Reliability,3,No,Yes
CUST-10111,Lumen Threads,06/08/2024,2026-06-26,Health & Supplements,Startup,4.5,DUBAI,Instagram Shop,1,123,49.9,21,2626,13.9,78.3,3.1,2.36,0,0,1,1,1,No,0,1,0,Quiqup,Annual,Bi-weekly,Manual,396.91,1,2.2,11697.31,90.0,93.6,23.4,3,4.3,4,3,High,Reliability,5,Yes,No
CUST-10179,Oasis Brands,2023-05-19,2026-06-19,Food & Beverage,Mid-Market,3.9,AUH,Instagram Shop,1,6452,213.53,591,149737,14.8,37.3,3.0,1.99,No,No,1,0,0,0,1,1,0,In-house,Monthly,Bi-weekly,Dashboard Only,85103.98,8,4.7,2997892.34,94.8,96.2,,5,4.0,3,2,Low,Speed,5,Yes,Yes
CUST-10976,Mirage Studio,27/02/2025,2026-06-26,Home & Living,SME,2.6,Dubai,Own Website,4,417,123.46,84,4879,13.4,61.6,3.7,2.01,0,Yes,1,1,0,0,0,0,0,Aramex,Pay-as-you-go,Bi-weekly,Dashboard Only,5244.27,1,4.0,106082.2,92.9,93.9,25.5,7,5.9,3,2,Low,Speed,5,No,No
CUST-10783,Zest Collective,2023-01-08,2026-02-14,Fashion & Apparel,SME,5.2,Fujairah,Amazon.ae,5,134,188.29,210,4603,13.1,72.7,2.2,1.83,1,1,0,1,1,1,1,1,1,Quiqup,Quarterly,Weekly,Dashboard Only,2545.93,133,3.3,105192.88,80.9,93.3,0.5,5,3.5,3,3,High,Tracking Visibility,5,No,No
CUST-10749,Lumen Lab,2024-01-13,20/06/2026,Health & Supplements,Mid-Market,5.3,Dubai,Retail Partners,4,4119,255.7,561,89962,16.3,23.9,1.8,2.58,1,0,0,No,0,No,0,1,1,In-House,Quarterly,Bi-weekly,Dashboard Only,93077.71,7,2.0,4975996.08,93.1,99.9,4.3,4,0.7,5,5,Low,Coverage,3,No,Yes
CUST-10746,Desert Bazaar,19/10/2024,08/05/2026,Toys & Baby,Startup,3.7,Dubai,Own Website,1,94,78.53,11,1492,23.8,61.9,3.4,1.6,0,0,1,1,0,0,1,0,0,Smsa Express,Pay-as-you-go,Monthly,Manual,537.64,50,2.3,17884.23,90.7,92.7,21.8,5,6.8,3,1,Medium,Coverage,4,No,No
CUST-10302,Desert Goods,2026-04-04,2026-06-11,Beauty & Cosmetics,SME,1.5,SHJ,Retail Partners,2,567,164.78,200,1551,14.6,52.7,2.5,2.09,1,1,1,1,1,0,0,1,1,In-house,Monthly,Monthly,Dashboard Only,7383.55,16,2.5,92871.64,80.3,89.3,8.2,0,2.3,5,4,Medium,Tracking Visibility,4,No,No
CUST-11009,Coral Brands,2023-12-02,2026-05-13,Toys & Baby,SME,4.2,Dubai,Noon,4,1243,,139,33261,13.6,59.2,2.1,2.27,1,No,0,1,1,0,0,1,1,None,Monthly,Bi-weekly,Dashboard Only,22256.2,45,3.7,804572.84,94.2,93.5,15.9,3,1.7,5,3,High,Returns Handling,4,No,Yes
CUST-10539,Dune Living,23/04/2023,2026-06-23,Beauty & Cosmetics,Mid-Market,5.8,Abu Dhabi,Retail Partners,2,2806,227.31,219,87444,7.1,39.2,1.6,1.38,0,1,1,1,0,1,0,0,0,Fetchr,Quarterly,Monthly,Dashboard Only,52112.16,4,5.1,2199594.71,95.1,100.0,5.5,3,0.9,5,4,Low,Returns Handling,3,No,Yes
CUST-10121,Luxe Tech,2023-12-18,13/04/2026,Health & Supplements,SME,6.3,Abu Dhabi,Noon,2,607,110.84,77,12892,9.7,66.3,2.2,2.09,0,0,0,1,1,0,0,0,0,Smsa Express,Monthly,Monthly,Dashboard Only,6311.36,75,2.9,302589.2,81.5,93.4,18.3,2,2.7,2,2,Low,COD Reconciliation,5,No,No
CUST-10550,Dune Supply,2025-04-07,2026-05-19,Food & Beverage,SME,1.7,Dubai,TikTok Shop,2,871,145.93,175,12528,13.9,63.8,2.2,1.92,0,0,1,1,1,1,0,0,0,None,Quarterly,Monthly,Manual,12722.82,39,3.7,182913.84,87.6,98.9,0.5,5,0.3,4,2,Medium,Tracking Visibility,4,No,Yes
CUST-10039,Desert Mart,2025-02-19,2026-05-04,Jewellery & Accessories,SME,3.1,Dubai,Noon,2,1006,195.95,257,15666,12.9,44.4,1.4,2.32,1,0,0,0,1,0,0,1,1,None,Monthly,Monthly,API Integrated,20207.97,54,2.2,390143.27,85.4,93.5,12.1,7,4.6,2,1,High,Speed,5,No,Yes
CUST-11083,Amber Beauty,2024-09-01,2026-06-10,Jewellery & Accessories,Mid-Market,2.1,DUBAI,Own Website,1,3268,287.88,469,53904,9.2,19.7,2.2,2.43,1,1,1,Yes,0,0,1,1,1,Smsa Express,Monthly,Monthly,API Integrated,84183.55,17,4.4,1226004.33,99.4,93.5,0.5,0,0.8,,6,Low,COD Reconciliation,3,No,Yes
CUST-10025,Falcon Trading,2024-11-01,2026-06-25,Food & Beverage,Startup,3.0,Dubai,Amazon.ae,1,141,25.0,39,1852,22.0,51.2,2.3,1.7,1,0,0,1,0,0,1,1,0,Aramex,Pay-as-you-go,Monthly,Manual,256.91,2,1.4,6678.55,91.9,94.9,17.8,7,2.5,5,5,Medium,Speed,5,No,No
CUST-10710,Nova Goods,2026-03-15,2026-06-09,Jewellery & Accessories,Enterprise,2.0,Dubai,Amazon.ae,3,15578,305.78,2573,52701,1.0,24.9,2.1,2.19,0,0,1,1,0,0,1,0,0,Quiqup,Quarterly,Weekly,API Integrated,303612.86,18,3.5,4351845.17,100.0,100.0,3.2,3,0.0,5,6,High,Returns Handling,3,No,Yes
CUST-10695,Pearl Lab,2024-05-04,2026-05-18,Electronics & Gadgets,SME,2.6,Sharjah,Retail Partners,3,412,197.95,140,9416,9.2,52.5,1.6,1.99,0,Yes,1,0,0,No,0,0,0,Shipa,Quarterly,Monthly,Manual,6693.62,40,3.8,104653.09,89.9,98.1,1.1,6,4.5,5,6,Medium,Coverage,4,No,No
CUST-11046,Coral Lab,2026-04-12,2026-01-07,Beauty & Cosmetics,Startup,1.4,Ajman,Noon,1,153,66.08,20,319,17.9,74.8,3.3,1.0,0,0,1,No,1,Yes,0,0,0,Aramex,Pay-as-you-go,Weekly,Dashboard Only,925.46,171,1.9,11195.26,94.2,92.1,20.5,5,2.2,5,6,High,Speed,3,Yes,No
CUST-10561,Mirage Lab,2024-03-30,31 Aug 2025,Toys & Baby,Startup,5.0,Dubai,TikTok Shop,1,129,157.21,26,2149,,76.5,3.1,1.53,0,0,1,1,1,0,0,0,0,In-house,Quarterly,Weekly,Manual,2096.21,300,2.3,76838.0,84.6,90.7,14.6,5,5.7,3,3,Medium,Tracking Visibility,5,Yes,No
CUST-10365,Oasis Mart,2024-05-11,2026-06-15,Jewellery & Accessories,SME,5.4,Ajman,Noon,3,741,92.36,,13674,11.9,46.3,2.4,1.42,1,0,1,1,1,0,0,1,1,Aramex,Pay-as-you-go,Monthly,Manual,5695.96,12,2.6,307699.05,89.4,96.1,3.8,0,4.8,4,5,High,Reliability,5,No,No
CUST-10944,Cedar Threads,2024-04-15,2026-04-02,Electronics & Gadgets,SME,4.6,Abu Dhabi,Retail Partners,1,695,183.91,122,17348,11.1,72.3,2.3,1.98,0,0,1,0,1,1,0,0,0,None,Pay-as-you-go,Monthly,API Integrated,9623.36,86,2.8,285707.91,,93.5,0.5,6,2.7,4,2,Medium,COD Reconciliation,3,No,No
CUST-10755,Dune Trading,2025-08-15,2026-02-10,electronics & gadgets ,Startup,4.8,Dubai,Own Website,1,120,,40,965,21.5,69.5,3.7,1.19,0,0,1,Yes,1,1,0,0,0,None,Monthly,Monthly,Manual,1107.51,137,2.0,50706.16,79.7,98.1,12.1,4,4.9,2,0,High,Reliability,5,No,No
CUST-10902,Urban Beauty,2025-07-01,2026-05-26,Food & Beverage,Startup,2.5,Dubai,Noon,1,85,25.0,19,862,26.6,80.0,4.0,1.08,0,0,N,1,1,0,0,0,0,imile,Pay-as-you-go,Monthly,Manual,205.67,32,3.2,4957.55,100.0,89.4,18.1,4,4.8,4,4,Medium,Returns Handling,3,No,No
CUST-10605,Souq Trading,2025-03-18,17 Apr 2026,Food & Beverage,Mid-Market,3.6,Dubai,Retail Partners,2,2896,326.49,414,43786,6.0,53.2,2.9,2.35,1,0,0,0,1,1,0,1,1,iMile,Monthly,Bi-weekly,API Integrated,100548.17,71,3.1,3743035.93,92.2,100.0,10.6,1,2.1,5,6,Medium,Cost,3,No,Yes
CUST-10733,Aura Trading,2024-08-06,2026-05-03,Electronics & Gadgets,SME,4.8,Dubai,Instagram Shop,1,1210,122.29,232,18317,12.9,48.0,2.4,2.09,1,0,0,0,0,1,0,1,1,Quiqup,Annual,Monthly,Dashboard Only,8941.31,55,3.6,416036.29,95.3,94.9,13.2,4,4.8,4,2,Low,Tracking Visibility,4,No,No
CUST-10105,Lumen Supply,06 Mar 2024,2026-05-21,Electronics & Gadgets,Mid-Market,5.3,Sharjah,Own Website,2,1698,AED 273.12,,47113,2.7,36.4,2.9,2.87,0,0,1,1,0,1,0,0,1,I-Mile,Monthly,Monthly,Manual,29886.11,37,3.8,1216025.32,82.0,94.9,1.8,4,4.6,1,1,Medium,Returns Handling,5,Yes,Yes
CUST-10042,Souq Beauty,08 Sep 2025,2026-06-18,Fashion & Apparel,Mid-Market,1.2,Dubai,Retail Partners,3,2529,229.76,565,18024,12.5,48.0,1.9,2.91,1,1,1,0,1,0,1,1,1,ARAMEX ,Pay-as-you-go,Monthly,Manual,43140.0,9,4.5,533811.02,86.7,94.1,2.5,2,3.7,4,2,High,Coverage,5,No,Yes
CUST-10056,Zest Tech,2024-12-22,2026-05-16,Health & Supplements,SME,2.1,Abu  Dhabi,Own Website,4,675,183.15,156,11477,11.9,47.1,3.3,1.61,0,0,0,0,1,0,0,0,0,Smsa Express,Monthly,Bi-weekly,Dashboard Only,8764.1,42,2.4,191962.45,85.4,98.3,13.7,5,3.4,3,,Medium,Reliability,4,Yes,No
CUST-10040,Nova Collective,2023-10-26,2026-05-19,Food & Beverage,SME,3.8,Dubai,TikTok Shop,1,1048,209.81,,27816,13.7,44.6,1.9,1.72,0,Yes,0,1,0,0,0,1,1,Aramex,Pay-as-you-go,Weekly,API Integrated,22285.02,39,3.4,797396.35,97.6,91.4,11.9,3,1.3,5,6,Low,Reliability,4,No,Yes
CUST-11121,Urban Nutrition,18/01/2026,2026-05-29,Health & Supplements,Startup,1.5,Abu Dhabi,Own Website,3,129,148.42,24,609,15.3,90.2,3.4,2.47,0,Yes,0,1,0,0,0,0,0,Shipa,Pay-as-you-go,Monthly,Manual,2063.98,29,1.0,33360.31,87.5,89.1,14.8,2,1.6,4,4,High,Reliability,5,Yes,No
CUST-10557,Nova Collective,2023-12-02,19 Jun 2026,Electronics & Gadgets,SME,4.9,Ras Al Khaimah,Own Website,3,773,151.2,127,17150,13.0,55.0,1.4,2.02,0,0,1,0,1,0,0,0,1,None,Monthly,Weekly,Manual,10233.63,8,4.0,448586.16,91.9,90.2,19.7,4,2.6,3,1,High,Returns Handling,5,Yes,No
CUST-10665,Falcon Threads,2023-03-30,2026-05-28,Beauty & Cosmetics,Mid-Market,3.5,Ras Al Khaimah,Noon,4,4152,197.7,485,143598,16.8,29.7,1.1,1.55,0,1,1,1,0,0,1,0,0,iMile,Annual,Monthly,API Integrated,49597.77,30,4.1,1141229.93,95.4,92.4,4.5,2,0.4,5,6,High,Speed,5,No,Yes
CUST-10551,Zest Threads,2025-10-02,2026-06-25,Jewellery & Accessories,Startup,1.5,Dubai,Own Website,1,163,136.86,,1101,19.2,67.3,3.3,2.17,1,0,1,1,1,1,0,1,1,In-house,Monthly,Bi-weekly,Manual,2129.93,2,0.4,30811.88,98.5,92.6,13.4,4,3.1,4,2,High,Cost,5,No,No
CUST-10469,Dune Co,2025-04-10,2026-06-18,Home & Living,SME,4.3,Dubai,Amazon.ae,3,823,136.88,153,9233,14.1,57.8,2.3,1.74,0,0,1,1,1,Yes,0,0,0,inhouse,Pay-as-you-go,Weekly,,,9,4.4,376426.14,84.1,92.5,19.2,4,3.3,3,,Medium,Speed,4,Yes,No
CUST-11078,Velvet Collective,2025-08-23,2026-06-13,Food & Beverage,SME,1.2, Dubai ,Amazon.ae,1,761,161.09,154,5124,8.8,53.6,1.7,1.94,0,0,1,1,0,Yes,0,0,0,iMile,Pay-as-you-go,Weekly,Dashboard Only,7587.39,14,2.7,65309.25,96.3,94.2,13.8,4,3.0,5,3,Medium,Tracking Visibility,2,No,No
CUST-10082,Cedar Collective,2023-06-17,2026-05-25,Electronics & Gadgets,Mid-Market,5.6,Sharjah,Retail Partners,2,2214,239.87,703,50503,0.116,51.1,1.6,2.21,1,1,1,1,0,Yes,1,1,1,None,Monthly,Monthly,Dashboard Only,49963.56,33,5.0,2861110.26,100.0,95.2,15.4,3,1.2,5,5,Medium,Reliability,3,No,Yes
CUST-10956,Luxe Bazaar,2024-08-20,2026-05-15,Beauty & Cosmetics,Mid-Market,3.3,Dubai,Instagram Shop,4,3216,257.13,739,53874,16.7,44.2,1.9,1.61,1,0,Y,1,1,0,0,1,0,Fetchr,Pay-as-you-go,Bi-weekly,Manual,77378.15,43,2.6,1831282.81,89.6,95.9,3.2,3,4.1,4,2,High,Reliability,5,Yes,Yes
CUST-11106,Lumen Beauty,2024-01-12,20/02/2026,Beauty & Cosmetics,Startup,4.8,Dubai,Own Website,1,69,45.26,28,1894,14.1,82.3,3.4,1.5,1,0,1,1,1,0,0,1,0,Smsa Express,Monthly,Bi-weekly,Manual,999972.88,127,0.3,9768.29,92.6,93.9,16.4,3,4.7,5,6,High,COD Reconciliation,5,No,No
CUST-10483,Falcon Nutrition,07/03/2025,28/05/2026,Beauty & Cosmetics,Startup,1.9,Fujairah,Noon,1,68,88.86,19,668,21.0,65.1,2.9,1.35,0,0,1,1,0,0,0,0,0,Quiqup,Pay-as-you-go,Monthly,Dashboard Only,599.88,30,0.9,12137.6,88.2,97.6,35.9,2,5.6,4,3,High,Coverage,5,No,No
CUST-10604,Desert Beauty,2025-07-14,2026-06-26,Health & Supplements,Enterprise,3.6,Dubai,TikTok Shop,1,21934,334.92,1916,187829,11.0,41.6,0.5,2.74,1,1,1,0,1,1,1,1,1,Smsa Express,Monthly,Monthly,API Integrated,472945.37,1,2.9,10968206.47,96.6,97.1,10.2,1,2.4,6,5,High,Returns Handling,5,No,Yes
 CUST-10992 ,Souq Brands,2025-10-06,2026-06-06,Food & Beverage,Mid-Market,4.2,Umm Al Quwain,Retail Partners,6,4364,175.19,425,28870,12.6,42.0,3.1,2.56,1,1,Y,0,0,0,1,0,1,Quiqup,Annual,Monthly,Dashboard Only,59313.58,21,3.3,1846812.1,100.0,96.5,9.6,1,4.1,6,7,High,Returns Handling,5,No,Yes
CUST-11111,Cedar Living,2023-06-07,2026-06-03,Beauty & Cosmetics,SME,5.6,dubai,Noon,2,709,134.56,46,24577,11.1,64.2,3.3,1.45,0,0,1,Yes,0,Yes,0,0,0,iMile,Annual,Monthly,Dashboard Only,7323.21,24,4.1,432940.79,92.4,91.8,11.0,5,3.5,5,6,Medium,Reliability,3,No,No
CUST-10279,Nova Threads,2025-05-22,2026-06-24,Jewellery & Accessories,Mid-Market,4.4,Sharjah,Own Website,2,2666,144.15,265,32998,7.4,41.5,2.5,2.15,1,0,0,0,0,0,0,1,0,In-house,Pay-as-you-go,Weekly,Dashboard Only,36064.39,3,3.4,1414126.49,100.0,95.6,8.8,1,1.2,6,7,Low,Returns Handling,2,No,Yes
CUST-11135,Cedar Threads,2023-05-11,2026-06-16,Jewellery & Accessories,Startup,5.3,Sharjah,Retail Partners,1,125,141.93,23,4638,11.8,67.1,3.6,1.0,Yes,0,0,1,0,0,0,0,0,Aramex,Annual,Weekly,Manual,1292.09,11,1.4,70393.6,94.3,90.3,26.6,7,2.5,5,,Medium,Reliability,4,No,No
CUST-11148,Amber Brands,2023-06-13,2026-06-11,Health & Supplements,SME,6.6,Ajman,Own Website,3,726,40.67,129,17281,10.1,62.8,2.2,1.77,0,0,0,Yes,1,0,0,0,0,Fetchr,Monthly,Weekly,Dashboard Only,2176.32,16,3.4,93521.28,87.0,92.2,17.6,9,3.4,2,0,Medium,Speed,5,Yes,No
